DNI,Id. Empleat,Tipus de sol�licitud,CP,Telefon,DataNaix,Sexe,Email per notificacions,CP per notificacions,%Minus,Adaptacio Centre base,Apte Segons centre base,exclos,Niv cat,Comprobar amb pol. lingüística,proba física superada,carnet conducir,examen1,examen2,examen3,examen4,examen5,Municipi
HP759907,6049530,Correu electrònic,07500,+34 391198320,29/07/1993,M,hhhnayh@example.com,07612,0.0,False,True,False,A2,True,True,Sí,7.45,6.32,7.59,5.49,8.58,Campos
64954520J,218179,PreZëncial,07360,+34 072927289,20/08/1976,F,dcgvkh@yahoo.com,07950,0.0,False,True,False,A2,True,False,Sí,7.55,6.97,7.19,NP,0.0,Marratxí
97096020W,2720998,Certificat digital,07500,+34 727787260,15/05/1983,F,yrfwk@gmail.com,07038,0.0,False,True,False,B2,True,True,No,10.0,10.0,NP,,0.32,Campos
56588155J,1532671,Correu electrònic,07494,+34 809056070,18/06/1987,F,yqnkkh@example.com,07404,0.0,False,True,False,B2,True,True,Sí,10.0,7.94,6.64,2.81,10.0,Sant Llorenç des Cardassar
41403164J,8434529,PreZëncial,07803,+34 342791092,03/04/1974,M,mbgknortaj@example.com,07360,0.0,False,True,False,A2,True,True,Sí,3.52,6.44,NP,5.39,NP,Felanitx
ON634717,582366,Correu electrònic,07747,+34 139929075,27/09/1975,F,mqrqwk@example.com,07126,0.0,False,True,False,B1,True,True,Sí,7.23,10.0,6.47,5.49,9.57,Inca
54241135M,5047333,PreZëncial,07950,+34 372948262,29/04/2005,M,shwiba@outlook.com,07818,0.0,False,True,False,B1,True,True,Sí,0.65,6.42,6.28,NP,10.0,Búger
36622875K,4467638,PreZëncial,07805,+34 729125301,14/06/1990,N,ferso@hotmail.com,07494,0.0,False,True,False,A1,True,True,Sí,4.84,8.78,7.82,7.8,4.79,Ibiza
57274307Y,1595593,PreZëncial,07950,+34 655594585,27/08/1984,M,crcrtgp@outlook.com,07222,0.0,False,True,False,C1,True,True,No,3.25,7.19,7.21,5.03,4.12,Búger
27041327C,4187799,PreZëncial,07818,+34 307045626,17/10/2002,M,uemfxhh@outlook.com,07500,0.0,False,True,False,C1,True,True,Sí,9.64,6.14,6.46,6.62,NP,Sóller
SF849007,4286505,PreZëncial,07805,+34 335037102,24/09/1996,M,zeqqhqa@example.com,07158,0.0,False,True,False,A1,True,True,No,NP,9.77,6.88,6.95,3.36,Ibiza
DU370416,9304110,Certificat digital,07747,+34 130670164,29/10/1980,F,lcbmcyvq@gmail.com,07915,0.0,False,True,False,B1,True,True,Sí,1.91,3.02,9.76,5.11,10.0,Inca
67135199Q,547547,Correu electrònic,07126,+34 543891236,19/07/1999,M,adlrxxyy@gmail.com,07200,0.0,False,True,False,C1,True,True,Sí,10.0,6.55,7.78,5.75,10.0,Santa Eulalia del Río (Santa Eulària des Riu)
10347823P,6586679,PreZëncial,07121,+34 340505061,04/01/1987,M,mnklg@yahoo.com,07747,0.0,False,True,False,B2,True,True,Sí,0.0,7.32,7.1,0.0,6.25,Alcúdia
AE972859,6188233,Correu electrònic,07991,+34 479853104,03/04/1992,M,qxfnwaunpp@outlook.com,07158,0.0,False,False,False,A2,True,True,Sí,4.84,8.1,7.12,,3.67,Petra
SY513176,4450463,Correu electrònic,07991,+34 784951633,06/05/1996,M,rugwpcuwr@example.com,07805,0.0,False,True,False,B1,True,True,No,6.06,10.0,8.56,1.29,0.97,Petra
50000816N,7466625,PreZëncial,07612,+34 076216523,28/11/1973,M,kommecol@hotmail.com,07544,0.0,False,True,False,B2,True,True,Sí,4.51,NP,7.36,4.37,6.76,Alaior
55597634X,4670836,PreZëncial,07915,+34 337537164,08/05/1978,M,rvspu@outlook.com,07404,0.0,False,True,False,B2,True,True,Si,3.25,9.98,9.02,1.29,9.58,Capdepera
VL390642,6229585,PreZëncial,07737,+34 730156454,14/02/1985,F,igfrluwl@yahoo.com,07991,0.0,False,True,False,C2,True,True,No,9.71,8.33,6.64,6.67,7.92,Mahón (Maó)
KB101996,9043452,Certificat digital,07915,+34 151498403,22/01/1996,M,omobe@outlook.com,07905,58.0,True,True,False,C2,True,True,Sí,10.0,9.91,6.98,9.0,6.32,Capdepera
WM139883,3516691,PreZëncial,07740,+34 566075072,25/09/2005,F,rrkydbhqwo@yahoo.com,07360,0.0,False,True,False,B2,True,True,Sí,4.3,6.49,6.2,6.63,9.26,Ciutadella de Menorca
DO381401,7471361,PreZëncial,07803,+34 848689723,16/10/1979,F,vqklyld@hotmail.com,07991,0.0,False,True,False,A2,True,True,Sí,4.07,9.44,6.0,4.65,3.9,Felanitx
39947786Y,4259054,PreZëncial,07803,+34 606346226,13/06/2000,M,kjuqhcobj@hotmail.com,07121,0.0,False,True,False,C1,True,True,Sí,10.0,,6.42,5.14,10.0,Felanitx
25480277A,7385603,Certificat digital,07803,+34 802573617,23/08/1981,F,fledrd@outlook.com,07603,0.0,False,True,False,C2,True,True,Sí,10.0,NP,7.23,6.28,0.0,Felanitx
41844848M,7418633,PreZëncial,07431,+34 501614282,30/07/1975,M,kxwxfdmvbg@example.com,07950,0.0,False,True,False,B2,True,True,Sí,9.16,10.0,5.77,0.75,3.77,Palma de Mallorca
09038404W,4542224,PreZëncial,07360,+34 736378743,09/05/1982,M,ryltvxkeqh@outlook.com,07740,18.0,False,True,False,C1,True,True,Sí,8.0,10.0,8.3,0.0,5.5,Marratxí
26166654Z,1407296,Certificat digital,07747,+34 233386335,27/11/1998,F,xoyolxcc@gmail.com,07544,0.0,False,True,False,B1,True,True,Sí,6.09,7.64,6.21,6.92,9.58,Inca
96780710E,1423760,PreZëncial,07792,+34 057826718,13/05/1986,M,wnmzwhonx@outlook.com,07740,0.0,False,True,False,B1,True,True,Sí,10.0,9.93,6.42,9.05,NP,Algaida
EK177013,7819965,Correu electrònic,07404,+34 106518960,28/06/1999,F,mnkkms@outlook.com,07126,0.0,False,True,False,A2,True,True,Sí,9.69,9.41,NP,3.43,8.55,Sant Antoni de Portmany
DO367472,6539423,PreZëncial,07603,+34 226062962,20/11/1979,M,xfpwpiort@yahoo.com,07200,0.0,False,True,False,B1,True,False,Sí,2.27,7.66,7.25,2.89,5.53,Son Servera
43310323N,4050357,PreZëncial,07792,+34 695535779,14/01/2004,N,nszwzhwc@yahoo.com,07747,0.0,False,True,False,B1,True,False,Sí,8.35,6.1,8.23,6.12,0.0,Algaida
29319935H,1100045,Correu electrònic,07805,+34 402107251,06/03/1983,F,vocirqwr@outlook.com,07038,0.0,False,True,False,B1,True,True,No,10.0,6.33,6.76,NP,2.58,Ibiza
88328365Q,8841466,PreZëncial,07126,+34 143210327,08/07/1991,F,drcfo@hotmail.com,07603,70.0,True,True,False,A2,True,True,Sí,,7.24,6.11,3.03,2.93,Santa Eulalia del Río (Santa Eulària des Riu)
24377790K,8817365,Correu electrònic,07603,+34 942730694,10/12/1983,N,ubwhy@gmail.com,07950,0.0,False,True,False,C2,True,False,Sí,8.4,7.43,7.45,0.0,1.69,Son Servera
80758539L,776978,Certificat digital,07200,+34 005711146,04/10/1988,F,rlnxcwxqou@gmail.com,07516,0.0,False,True,False,B1,True,True,Sí,,10.0,7.5,2.81,NP,Sant Josep de sa Talaia
96716986P,740784,PreZëncial,07737,+34 604619097,11/11/1995,F,ncjumyziqy@example.com,07805,0.0,False,True,False,C1,True,False,Si,10.0,7.12,5.77,,NP,Mahón (Maó)
08611436Y,9157602,Certificat digital,07747,+34 868526277,31/10/1981,F,zwfrzbrb@example.com,07905,0.0,False,True,False,B2,True,True,Sí,10.0,5.25,7.52,4.89,4.79,Inca
27074445H,1133393,Certificat digital,07126,+34 835060340,01/12/1999,M,acqycnjad@outlook.com,07494,0.0,False,True,False,A2,True,True,Sí,4.46,6.32,8.87,4.22,8.7,Santa Eulalia del Río (Santa Eulària des Riu)
HZ703651,7935281,PreZëncial,07991,+34 629686188,10/12/1977,M,ihdgazmbw@gmail.com,07803,0.0,False,True,False,C2,True,True,Sí,6.12,NP,NP,7.08,0.0,Petra
UD989889,7898137,Certificat digital,07905,+34 341151542,23/08/1996,M,zvypvnj@hotmail.com,07603,15.0,False,True,False,B2,True,True,Sí,2.26,9.35,5.61,5.64,6.5,Sant Joan de Labritja
01699255S,2293610,Certificat digital,07500,+34 888792470,10/03/1984,F,trurjaqkc@example.com,07803,0.0,False,True,False,B1,True,True,Si,2.39,5.45,8.57,4.21,5.59,Campos
35883727R,7632840,PreZëncial,07603,+34 811752970,09/09/1986,M,hhckmyez@hotmail.com,07991,0.0,False,True,False,B2,True,False,No,7.05,10.0,NP,3.38,10.0,Son Servera
38686180L,5759656,Correu electrònic,07360,+34 294455334,13/04/1985,M,txdrfjvw@hotmail.com,07494,0.0,False,True,False,A2,True,True,Sí,2.45,4.7,6.87,4.4,8.1,Marratxí
EG492858,2940795,Correu electrònic,07360,+34 495425227,19/02/1974,M,dsmyd@example.com,07747,0.0,False,True,False,B1,True,True,Sí,0.0,9.72,6.55,4.73,4.61,Marratxí
78598920P,745106,Correu electrònic,07805,+34 280523032,13/07/2001,F,vvbwfru@example.com,07603,0.0,False,True,False,B1,True,True,No,NP,9.84,7.79,NP,9.31,Ibiza
PT712839,6618713,Certificat digital,07595,+34 231131577,03/08/1985,M,ggzddz@outlook.com,07737,0.0,False,True,False,C1,True,False,Sí,1.41,10.0,4.88,3.02,,Llucmajor
04418334B,1876847,PreZëncial,07603,+34 248189578,02/08/1998,M,wbbkhd@yahoo.com,07905,0.0,False,True,False,A2,True,True,Sí,NP,9.29,6.71,5.94,3.6,Son Servera
EN619390,3965282,Certificat digital,07404,+34 210381549,28/10/1997,F,wuyvbank@hotmail.com,07805,0.0,False,True,False,A2,True,True,Sí,6.22,7.76,5.75,0.0,NP,Sant Antoni de Portmany
90944966E,1883167,PreZëncial,07595,+34 118739121,17/10/1982,F,alvxgdkn@outlook.com,07494,0.0,False,True,False,A2,True,True,Si,1.11,5.01,8.12,NP,NP,Llucmajor
08742116T,4023493,PreZëncial,07200,+34 290978546,21/08/2002,F,voliwxzob@gmail.com,07805,0.0,False,True,False,B2,True,True,No,NP,8.21,7.18,6.98,4.91,Sant Josep de sa Talaia
95584677N,1953145,PreZëncial,07612,+34 862522963,04/03/1986,M,chpoky@yahoo.com,07603,0.0,False,True,False,A2,True,True,Sí,,9.56,6.47,3.14,10.0,Alaior
53253342Q,9066275,Correu electrònic,07516,+34 121953300,09/11/1993,M,rbzmpt@outlook.com,07222,29.0,False,True,False,B1,True,True,Sí,2.54,6.84,6.65,3.33,7.64,Santanyí
28918010H,2791995,PreZëncial,07803,+34 609816644,28/08/2002,M,evfrvhr@gmail.com,07121,0.0,False,True,False,B2,True,True,Sí,2.31,9.98,6.61,6.05,5.22,Felanitx
VF228013,2216125,Correu electrònic,07603,+34 646165091,06/04/1993,M,epqioyx@gmail.com,07915,70.0,True,True,False,B2,True,True,Sí,NP,8.98,5.7,0.83,NP,Son Servera
19495054R,7328268,Certificat digital,07494,+34 862935044,24/05/2005,M,jfbrtag@yahoo.com,07657,0.0,False,True,False,A2,True,True,Sí,2.78,NP,6.21,4.02,3.7,Sant Llorenç des Cardassar
05390424Y,5751283,PreZëncial,07431,+34 263453850,11/01/1984,F,vazjjsvyjo@example.com,07950,0.0,False,True,False,A2,True,True,Sí,NP,6.63,8.19,0.36,3.76,Palma de Mallorca
20343202R,1129323,Certificat digital,07747,+34 387870959,23/12/1992,F,kfascsc@gmail.com,07915,0.0,False,True,False,B1,True,True,Sí,0.61,8.46,8.38,,NP,Inca
55916130W,732304,PreZëncial,07360,+34 247534089,08/04/1993,M,fvksb@example.com,07737,0.0,False,True,False,B2,True,True,Sí,NP,3.76,8.0,NP,0.75,Marratxí
DC402477,432309,Certificat digital,07431,+34 612842913,18/08/1986,M,jnweplpguk@yahoo.com,07818,0.0,False,True,False,A2,True,True,Sí,10.0,8.86,NP,8.17,10.0,Palma de Mallorca
PV131292,4461256,PreZëncial,07516,+34 960021297,21/04/1974,F,tdlijej@gmail.com,07612,0.0,False,True,False,B2,True,True,Sí,10.0,7.19,6.4,NP,0.0,Santanyí
26284420C,4537832,PreZëncial,07222,+34 478029881,20/05/2005,M,zlloh@yahoo.com,07595,25.0,False,True,False,C2,True,True,Sí,3.9,9.77,8.07,9.05,2.42,Pollença
60661103Y,883464,PreZëncial,07991,+34 511121327,02/04/1991,M,wyhobitfzn@outlook.com,07747,0.0,False,True,False,B1,True,False,Sí,8.25,7.73,6.32,7.13,10.0,Petra
16238090K,5652392,PreZëncial,07431,+34 833222412,13/05/1974,F,ebodcu@yahoo.com,07740,0.0,False,True,False,B1,False,True,Sí,5.69,6.57,8.86,0.0,8.05,Palma de Mallorca
79332353V,2765297,PreZëncial,07038,+34 685455573,17/08/1976,F,kiizxneh@example.com,07222,11.0,False,True,False,C1,True,True,Sí,4.11,10.0,8.78,5.86,0.14,Consell
LG458223,6471590,PreZëncial,07803,+34 281231938,02/01/1999,F,gpkmqvg@yahoo.com,07803,0.0,False,True,False,C1,True,True,Sí,10.0,NP,5.41,,6.09,Felanitx
87762908Z,1864526,PreZëncial,07991,+34 409715923,27/10/2004,M,jxyvjzpz@gmail.com,07038,0.0,False,True,False,C1,True,True,Sí,0.53,9.71,7.79,3.48,0.0,Petra
64582401B,4882637,PreZëncial,07805,+34 733126421,12/05/1991,F,vvggvlqo@outlook.com,07500,56.0,True,True,False,B1,True,False,No,5.72,8.62,NP,3.3,NP,Ibiza
72251760C,7678378,Correu electrònic,07544,+34 147086065,07/06/1993,F,ppxok@hotmail.com,07544,0.0,False,True,False,A2,True,True,Si,2.79,NP,7.63,5.24,3.88,Lloseta
09838084H,7944799,PreZëncial,07544,+34 865987162,03/03/1993,M,cjukimntfv@hotmail.com,07991,0.0,False,True,False,B1,True,True,Sí,NP,7.62,6.52,3.48,NP,Lloseta
40662641K,7457257,Correu electrònic,07404,+34 010098688,13/08/1991,F,klbyp@example.com,07595,0.0,False,True,False,B2,True,True,Sí,9.57,9.33,6.74,5.63,NP,Sant Antoni de Portmany
54597292F,2487397,Correu electrònic,07431,+34 295314756,25/06/1978,M,bvpnjy@hotmail.com,07500,0.0,False,True,False,A2,True,True,Si,9.21,10.0,6.19,5.57,10.0,Palma de Mallorca
23208505X,6167730,PreZëncial,07737,+34 893106701,03/03/1977,M,pbycvngth@hotmail.com,07818,0.0,False,True,False,B2,True,True,Sí,7.91,9.12,7.09,4.5,10.0,Mahón (Maó)
93999876A,1388038,Correu electrònic,07805,+34 150278471,05/02/1997,M,pbbqnturrs@outlook.com,07603,0.0,False,True,False,B1,True,True,Sí,9.47,7.06,7.35,3.51,8.84,Ibiza
48852317H,7686409,PreZëncial,07737,+34 210690940,12/01/1983,F,ruafupxflt@yahoo.com,07126,0.0,False,True,False,B1,True,True,Sí,0.11,,7.75,4.1,5.22,Mahón (Maó)
25259279N,2064265,PreZëncial,07431,+34 092144551,31/10/2004,F,ztwldnkwuy@outlook.com,07737,0.0,False,True,False,C2,True,False,Sí,5.55,10.0,5.7,9.3,NP,Palma de Mallorca
12387761F,4807180,PreZëncial,07612,+34 096349920,10/04/1998,F,gwcwpiktke@yahoo.com,07222,0.0,False,True,False,B1,True,True,Si,9.31,8.33,7.46,4.98,7.01,Alaior
24302965S,4231165,Certificat digital,07612,+34 144488101,08/08/1980,M,esqexr@hotmail.com,07121,0.0,False,True,False,A2,True,True,Sí,2.62,7.45,5.55,7.61,3.03,Alaior
14016021M,143984,PreZëncial,07222,+34 645853137,25/05/1990,M,zzwmqblvod@hotmail.com,07603,19.0,False,True,False,B1,True,True,No,3.69,10.0,5.94,10.0,4.75,Pollença
49512547X,489996,Certificat digital,07818,+34 827457681,24/01/2002,M,rqvexyhyic@gmail.com,07805,0.0,False,True,False,B1,True,True,Si,8.15,6.79,8.19,7.15,4.61,Sóller
62302074L,2358956,PreZëncial,07222,+34 205963216,16/06/1998,M,ddsdcaskus@example.com,07595,0.0,False,True,False,B1,True,True,Sí,5.03,7.45,7.22,,5.99,Pollença
95207848S,6563518,PreZëncial,07544,+34 588699417,16/11/2002,M,vralwmca@example.com,07950,0.0,False,True,False,A2,True,True,Si,7.53,5.62,6.79,7.3,1.61,Lloseta
RF792226,4365850,PreZëncial,07222,+34 799655897,18/02/1978,M,rcdijmtn@outlook.com,07158,0.0,False,True,False,B2,True,True,Si,4.26,7.41,7.17,7.42,NP,Pollença
NC427565,4059843,PreZëncial,07222,+34 049567398,30/01/1986,F,xotdjemva@example.com,07905,0.0,False,True,False,A2,True,True,No,3.09,10.0,8.42,7.21,8.33,Pollença
70316184D,2461124,Correu electrònic,07544,+34 920770789,02/02/1994,F,igmzcgx@yahoo.com,07222,0.0,False,True,False,C1,True,True,Sí,10.0,NP,6.13,0.0,4.03,Lloseta
59067826P,1945714,Correu electrònic,07494,+34 343441186,26/03/1997,M,rwdnxsrwx@yahoo.com,07126,0.0,False,True,False,B1,True,False,Sí,10.0,9.64,5.45,NP,10.0,Sant Llorenç des Cardassar
29077650S,4432537,PreZëncial,07494,+34 730805783,22/06/1987,F,kciicbx@outlook.com,07818,0.0,False,True,False,B2,True,True,Sí,10.0,10.0,NP,3.16,10.0,Sant Llorenç des Cardassar
14285589J,7600548,PreZëncial,07991,+34 545031761,01/02/1991,M,sjkdamxjc@gmail.com,07740,0.0,False,True,False,B2,True,True,No,1.04,10.0,7.38,8.57,8.17,Petra
02467683J,1264268,Certificat digital,07544,+34 723992113,19/10/1975,F,wgeothjqx@hotmail.com,07595,0.0,False,True,False,B2,True,True,Si,3.82,8.29,8.45,9.05,6.06,Lloseta
88384512C,3860323,PreZëncial,07516,+34 112004577,16/04/1984,F,pnddyrakk@gmail.com,07950,0.0,False,True,False,B1,True,False,No,4.87,9.02,6.4,0.9,1.0,Santanyí
92628722V,2444421,PreZëncial,07818,+34 796085512,29/06/2005,F,tzchqlcz@hotmail.com,07544,0.0,False,True,False,A2,True,True,Sí,7.28,4.72,6.77,,0.0,Sóller
63949934K,1651815,PreZëncial,07950,+34 601954331,20/02/1984,M,zxkegye@yahoo.com,07905,0.0,False,True,False,A2,True,True,Sí,10.0,9.37,7.98,7.03,10.0,Búger
98204908Z,3922766,PreZëncial,07126,+34 843911119,22/10/1976,M,azbdehvtxz@gmail.com,07818,0.0,False,True,False,C1,True,True,Sí,7.64,6.65,6.89,7.24,9.3,Santa Eulalia del Río (Santa Eulària des Riu)
99676240J,6871713,PreZëncial,07805,+34 567453893,09/08/1992,M,wxxmdpdewh@example.com,07200,0.0,False,True,False,B1,True,True,Sí,0.0,6.48,6.73,NP,10.0,Ibiza
OO153587,6197026,Certificat digital,07603,+34 698013808,03/05/1986,F,cjcks@gmail.com,07158,0.0,False,True,False,B1,False,True,Sí,6.99,10.0,7.55,NP,4.53,Son Servera
45392279P,8010461,PreZëncial,07792,+34 906156409,21/10/1980,M,rvvlpiaiqm@yahoo.com,07595,0.0,False,True,False,A2,True,True,Sí,9.13,NP,6.37,5.31,9.49,Algaida
OR516671,4383771,Certificat digital,07805,+34 244355172,20/03/1995,F,divhyw@hotmail.com,07038,0.0,False,True,False,C1,True,False,Sí,10.0,9.71,5.99,6.49,7.96,Ibiza
SS743720,5813699,PreZëncial,07612,+34 428013765,26/11/1995,F,gtewjkwyw@gmail.com,07803,0.0,False,True,False,A2,True,True,No,10.0,4.62,7.58,6.47,7.74,Alaior
15579455Z,2052374,PreZëncial,07360,+34 405136686,12/03/1993,F,xlyqh@yahoo.com,07991,0.0,False,True,False,A2,True,True,Sí,10.0,6.88,7.64,2.63,10.0,Marratxí
82582125G,6796301,Certificat digital,07126,+34 867476284,20/01/1981,M,vtegswoice@yahoo.com,07494,0.0,False,True,False,B2,True,True,Sí,10.0,3.9,6.01,5.93,0.39,Santa Eulalia del Río (Santa Eulària des Riu)
08638468J,479967,PreZëncial,07200,+34 278540540,04/08/1979,F,prmtfjznx@yahoo.com,07121,0.0,False,True,False,B1,True,True,No,10.0,6.58,7.45,8.86,7.01,Sant Josep de sa Talaia
VH957273,5924687,Correu electrònic,07612,+34 015295795,16/02/1977,M,azqitmfbky@yahoo.com,07595,22.0,False,True,False,C1,True,True,Sí,6.41,6.77,8.69,1.49,6.75,Alaior
14651114E,3839115,PreZëncial,07915,+34 308372250,02/03/1982,F,stttvodwn@yahoo.com,07612,0.0,False,True,False,B1,True,True,Sí,10.0,9.56,7.82,5.09,0.0,Capdepera
OE530896,2841027,PreZëncial,07603,+34 028720266,05/11/1999,M,ozpkvfox@gmail.com,07818,0.0,False,True,False,A2,True,True,Sí,2.64,8.66,7.64,,4.08,Son Servera
64479129D,5988619,Certificat digital,07805,+34 579823349,16/01/1997,F,bvpod@example.com,07612,0.0,False,True,False,A2,True,True,Sí,2.84,9.47,7.68,NP,10.0,Ibiza
35618589F,5465563,PreZëncial,07038,+34 926453217,04/08/1992,M,pscmzt@example.com,07516,0.0,False,True,False,B2,True,True,Si,5.95,6.46,6.18,9.59,3.91,Consell
44260927A,1628425,PreZëncial,07158,+34 813657008,18/07/1997,F,axbhb@example.com,07950,0.0,False,True,False,C1,True,False,Si,0.0,10.0,5.21,5.29,NP,Artà
26487539A,6563468,PreZëncial,07792,+34 199041969,27/11/1984,M,mujuy@hotmail.com,07121,17.0,False,True,False,A2,True,True,Sí,5.99,6.11,6.68,9.46,7.19,Algaida
26897964Q,6244825,PreZëncial,07516,+34 045568052,26/05/1989,N,xhiymheu@yahoo.com,07747,0.0,False,True,False,C2,True,True,No,7.02,5.83,8.16,7.03,2.19,Santanyí
17879122A,5195476,Correu electrònic,07404,+34 804837427,31/05/2001,F,owgas@gmail.com,07737,0.0,False,True,False,A2,True,True,Si,,6.61,6.4,5.38,NP,Sant Antoni de Portmany
97609908R,1815509,PreZëncial,07905,+34 961822911,09/12/1993,M,ytpkpsfbra@example.com,07038,0.0,False,True,False,B2,True,True,Sí,4.97,8.67,6.97,2.93,7.87,Sant Joan de Labritja
ZY990104,5294875,Certificat digital,07792,+34 174465544,24/01/1988,F,rivfebras@hotmail.com,07500,0.0,False,True,False,B1,True,True,Sí,NP,10.0,6.18,0.0,5.05,Algaida
30030429L,1048234,Certificat digital,07805,+34 242362695,24/04/1975,M,phibiamxox@gmail.com,07121,0.0,False,True,False,B1,True,True,Sí,0.87,NP,NP,9.82,5.94,Ibiza
CJ371620,6148656,PreZëncial,07805,+34 184625116,12/04/1974,F,nrhaquv@hotmail.com,07500,0.0,False,True,False,C1,True,True,Sí,9.92,9.87,7.59,5.67,NP,Ibiza
18122661H,432932,PreZëncial,07121,+34 371720521,24/02/1979,M,dcfdtih@hotmail.com,07516,0.0,False,True,False,C1,True,True,Sí,10.0,NP,7.29,5.95,10.0,Alcúdia
71417210W,6179449,PreZëncial,07360,+34 134381072,05/06/2000,M,chztv@yahoo.com,07805,0.0,False,True,False,C2,True,True,Sí,1.28,,7.47,1.88,2.64,Marratxí
84291473S,6750999,PreZëncial,07818,+34 780779955,21/01/1987,F,rowkk@hotmail.com,07158,0.0,False,True,False,C1,True,True,Sí,0.0,9.01,,6.93,NP,Sóller
58711385K,5399589,PreZëncial,07595,+34 839855839,09/05/1993,M,wbunlua@hotmail.com,07747,0.0,False,True,False,C2,True,True,Sí,6.52,4.95,6.13,4.47,3.78,Llucmajor
67556176R,5980998,Certificat digital,07603,+34 372878498,20/11/1999,M,jyqmfvcdc@example.com,07431,0.0,False,True,False,A2,True,True,Sí,7.7,7.59,6.84,5.81,10.0,Son Servera
LK599924,1910521,PreZëncial,07603,+34 219843440,11/03/1994,M,dlvpuaw@gmail.com,07818,0.0,False,True,False,B1,True,True,Sí,NP,10.0,7.29,6.52,NP,Son Servera
07105629D,832652,PreZëncial,07792,+34 166978650,21/11/1993,M,iidljz@gmail.com,07516,0.0,False,True,False,B1,True,True,Si,10.0,8.59,7.06,4.88,10.0,Algaida
XR064952,7616155,PreZëncial,07360,+34 164090045,10/08/1989,F,nvolhny@yahoo.com,07803,0.0,False,True,False,A2,True,True,Sí,10.0,6.05,6.23,6.85,3.58,Marratxí
45416059Y,787405,Certificat digital,07805,+34 873344131,14/06/2004,F,shelshnlzo@example.com,07603,0.0,False,True,False,B1,True,True,Sí,9.82,NP,7.48,8.47,10.0,Ibiza
38717078M,3914720,Correu electrònic,07404,+34 551506919,18/01/1988,M,gybnrff@yahoo.com,07222,0.0,False,True,False,A2,True,True,Sí,5.71,7.37,6.04,3.14,6.38,Sant Antoni de Portmany
53513244H,5595318,PreZëncial,07915,+34 686618758,01/12/2003,M,jjawwsf@outlook.com,07595,0.0,False,True,False,B1,True,True,Sí,NP,NP,8.3,NP,9.67,Capdepera
54238401P,242778,PreZëncial,07737,+34 228723009,22/09/2002,M,nrbgcmvm@hotmail.com,07494,0.0,False,True,False,A2,True,True,Sí,3.35,7.59,7.43,5.61,0.0,Mahón (Maó)
16709970X,1169187,Correu electrònic,07805,+34 571879448,06/10/1992,F,jijisprk@yahoo.com,07603,0.0,False,True,False,B1,True,False,Si,0.0,10.0,7.17,4.84,2.09,Ibiza
02489870M,4363522,PreZëncial,07038,+34 681207098,19/10/1999,M,quuyw@outlook.com,07038,0.0,False,True,False,C1,True,True,Sí,7.73,10.0,6.71,NP,4.7,Consell
XH592930,1245052,PreZëncial,07818,+34 247916555,04/03/1975,F,ixoypt@yahoo.com,07803,23.0,False,True,False,B2,True,False,Sí,0.48,10.0,7.44,NP,10.0,Sóller
74811304D,8057101,Certificat digital,07222,+34 879094052,21/01/2002,M,fnvzjjjj@hotmail.com,07805,28.0,False,True,False,B2,True,True,Sí,0.87,9.02,5.94,7.86,6.77,Pollença
26601717D,4895388,PreZëncial,07222,+34 606647612,22/02/1976,F,sozltlybtv@gmail.com,07737,0.0,False,True,False,A2,True,True,Sí,8.04,7.37,NP,2.55,9.25,Pollença
21364805J,5370517,Certificat digital,07747,+34 075636117,07/02/1985,F,vdkorjekq@hotmail.com,07360,0.0,False,True,False,A1,True,True,Sí,5.11,7.6,8.45,2.85,NP,Inca
XT114197,7833400,PreZëncial,07544,+34 030059085,14/01/1984,M,zgyatcfp@outlook.com,07431,67.0,True,True,False,A2,True,True,Sí,3.54,NP,6.98,5.13,10.0,Lloseta
24720006C,2042124,PreZëncial,07792,+34 208138407,12/12/1981,M,qgghmcdvcd@outlook.com,07740,0.0,False,True,False,B2,True,True,Sí,10.0,6.49,7.46,,NP,Algaida
85471902S,3010313,PreZëncial,07991,+34 933210258,01/08/1984,F,sxjinesjy@gmail.com,07991,0.0,False,True,False,B2,True,True,Sí,10.0,6.69,5.22,7.25,,Petra
